ImageID,Labels,Caption
18434.jpg,1,A crowd of people riding on top of snow covered ground. a large group of people on skis in the snow
18435.jpg,1 3 4,A white motorcycle parked on the cross walk. a motorcycle parked on the side of a street
18436.jpg,1,An old lady sits in a dark room. a living room filled with furniture and people
18437.jpg,1 9,two people in a road taking pictures of buildings a woman standing next to a man on a bridge
18438.jpg,1,Someone picking up a slice of pizza with a spatula. a pizza on a pan on a table
18439.jpg,4,The motorcycle with the female idol atop is parked on the sidewalk next to a wall a statue of a woman sitting on top of a motorcycle
18440.jpg,1,A girl that is carrying an umbrella for shade. a little girl holding an umbrella in the rain
18441.jpg,13,An artistic image of a stop sign in front of trees and a house. a stop sign with graffiti on it
18442.jpg,1,A woman is getting ready to hit a ball with a tennis racket. a female tennis player in action on the court
18443.jpg,1 3,Little boys playing soccer together on a field. young children playing soccer on a field
18444.jpg,17,A buddha statue sitting under a cat umbrella. a tree with an umbrella on top of it
18445.jpg,8 1,A man walking on a tennis court with a racket in his hand. a man holding a tennis racquet on a tennis court
18446.jpg,1,A skateboarder crouching in mid-air after a ramp a man riding a skateboard up the side of a ramp
18447.jpg,1 15,A batter warms up as his team watches. a baseball player swinging a bat at a ball
18448.jpg,1,The man is standing outside of the building. a statue of a man holding an umbrella
18449.jpg,1,Man jumps skateboard over a stack of wood while people watch a man flying through the air while riding a skateboard
18450.jpg,1,A boy in yellow hoodie holding a tennis racket. a little boy holding a tennis racket in his hand
18451.jpg,1,A person is preparing to meet an obstacle while skiing. a man riding skis down a snow covered slope
18452.jpg,1 3,a man in skies is standing out in the snow a woman cross country skiing in the snow
18453.jpg,1,A man holding a red frisbee next to a tree. a man throwing a frisbee in a park
18454.jpg,3 11 5,an air plane on an air port run way a large jetliner sitting on top of an airport tarmac
18455.jpg,1,A young male is performing tricks on his skateboard. a man riding a skateboard on top of a cement block
18456.jpg,1,A couple of men standing in a living room in front of chairs. a man standing in a room holding a wii remote
18457.jpg,1,a couple of baseball players with baseball bats in hand baseball players standing next to each other
18458.jpg,1 3,The two people are reaching for the Frisbee. a man throwing a frisbee to another man
18459.jpg,1,a man is outside playing tennis in the dirt a man is playing tennis on the tennis court
18460.jpg,1,a person is laying on the couch with their laptop and a notepad a person sitting on a couch with a laptop
18461.jpg,1,a man with a beard is cutting into a pizza a man cutting into a pizza on a table
18462.jpg,1,A man riding skis down the side of a snow covered slope. a person on a snowboard in the snow
18463.jpg,1,the men are holding on to surfboards outside two surfers pose for a picture with their surfboards
18464.jpg,1,A young child on a surfboard in the sand a little girl laying on a surfboard in the water
18465.jpg,1,a man cutting  up carrots in long strips a person cutting carrots on a cutting board
18466.jpg,1 18,A dog passed out wearing a muzzle on a sidewalk. a dog laying on the ground next to a brick wall
18467.jpg,1,A couple of large elephants standing by some trees. two large elephants standing next to each other
18468.jpg,17,A cat sitting on an organ looking out a window a cat sitting on top of a piano in front of a window
18469.jpg,1,Small girl clutching white stuffed bear almost as big as she is. a little girl sitting next to a stuffed bear
18470.jpg,1,A man wearing a hat and glasses a man wearing a hat and glasses
18471.jpg,17,A purple suitcase with a pink beach towel and a stuffed squirrel. a teddy bear sitting on top of a bed in a room
18472.jpg,8,A large red fire truck driving down a road. a fire truck parked on the side of the road
18473.jpg,8 1 18 3,reflection in a car side mirror of a man taking a picture of a dog a dog looking out the window of a car
18474.jpg,1,A foot long hotdog on a  bun behind held by a hand at a baseball game. a person holding a hot dog in a bun
18475.jpg,3,Busy four lane highway with a bunch of cars a street filled with lots of cars and trucks
18476.jpg,1,A group of people sitting in front of a giant Christmas tree. people sitting at a table with laptops
18477.jpg,3 11 4,A trash can on a corner has a microwave in it. a trash can sitting on the side of a street
18478.jpg,9 1,Two boats sitting next to shore as people board them. people that are on a boat
18479.jpg,17,A cat is standing on a small table with pictures on the wall. a black and white cat sitting on top of a wooden table
18480.jpg,1,the pitcher is throwing the ball to a batter a baseball player pitching a ball on top of a field
18481.jpg,1,A man pretends to take a bite of the pizza. a man sitting at a table with a pizza in front of him
18482.jpg,1 7,Colorful commuter train loaded with passengers at indoor station. a train that is sitting on the tracks
18483.jpg,16,A bird that is flying in the air over sand. a seagull flying over a sandy beach
18484.jpg,1,A tennis player yells while jumping on the court. a man holding a tennis racquet on a tennis court
18485.jpg,1 3 6,A crowd of people flying kites and having fun in a park. a crowd of people standing around a park with kites in the air
18486.jpg,10,A traffic signal hanging over a street at night. a fire hydrant on the side of a road
18487.jpg,13,Some city street signs at the end of an empty street. a stop sign on the corner of a street
18488.jpg,4,a motorcycle parked near a door of a building a red motorcycle parked in front of a door
18489.jpg,1 5,A plane sitting on top of a grass covered field. a small airplane sitting on top of a field
18490.jpg,1,A person on a surfboard in the water. a man on a surfboard in the water
18491.jpg,1 15,A man in black jacket eating a piece of pizza. a man sitting on a couch eating a sandwich
18492.jpg,17 15,Two cats on opposite sides of a stone picnic table. a cat sitting on top of a wooden bench
18493.jpg,8 1 3 11,A row of toilets lined up outside with their lids off a row of toilets sitting next to each other
18494.jpg,1,A skier goes down a large white snowy slope. a person riding skis down a snow covered slope
18495.jpg,8 1 3,A boy with a skate board is practicing in a parking lot. a man riding a skateboard on top of a cement block
18496.jpg,1 15,A boy and mother riding on top of an elephant. a man riding on the back of an elephant
18497.jpg,9 1,many different kites in the air and on the ground kites flying in the air on a beach
18498.jpg,1,A couple of men standing underneath a sign. two men standing next to each other on a street
18499.jpg,1,A group of people sitting at tables eating food. a large group of people sitting around a table
18500.jpg,1,A man in a museum taking a photo of an animal exhibit. a man standing next to a painting of a zebra
18501.jpg,1,A man holding both a watch and a cell phone. a man using a cell phone while sitting on a bus
18502.jpg,1,A man is wearing a tie and a necklace without a shirt on. a man is wearing a striped shirt and tie
18503.jpg,1,man and a boy standing by a street  with a tiny kite a man holding a kite in front of a boy
18504.jpg,1,Cows of various colors in a green paddock cows grazing in a fenced in area
18505.jpg,1 2 3 6,A person riding a bike through heavy traffic. a man riding a bike down a street next to a crosswalk
18506.jpg,1,A man flying through the air while riding a snowboard. a man flying through the air while riding a snowboard
18507.jpg,16,A group of pigeons standing next to each other. a flock of birds sitting on top of each other
18508.jpg,1 15,A bride is posing on a park bench. a bride and groom posing for a picture
18509.jpg,11,there is a yellow fire hydrant in the middle of a field a yellow fire hydrant sitting in the middle of a grassy field
18510.jpg,1,Baseball player preparing to swing during the game. a baseball player swinging a bat at a ball
18511.jpg,1,Two men talking in a room with a group in the back ground. a man holding a nintendo wii game controller
18512.jpg,1,She is helping him get ready for a formal dinner. a man adjusting his tie in front of a mirror
18513.jpg,1 3 8 10 13,a stop sign sits on the pole to stop traffic a stop sign on the corner of a city street
18514.jpg,1 7,A man is walking toward a train at the subway station. a train on the tracks at a train station
18515.jpg,17,A kitten is sitting in a sneaker shoe. a small kitten sitting on top of a pair of shoes
18516.jpg,17 18,A brown dog next to a cupcake with a lit candle stuck in it. a dog sitting in front of a birthday cake
18517.jpg,1 3 4,A motorcycle cop riding down a street next to a parade. a man riding on the back of a motorcycle down a street
18518.jpg,1,some people sitting at a table with bottles and a blue umbrella people sitting at a table with umbrellas
18519.jpg,17,A black cat eating from a white bowl of food. a black and white cat playing with a pizza in a kitchen
18520.jpg,1,A woman adjusting a man's collar in a kitchen. a man fixing a woman's tie in a kitchen
18521.jpg,1 10 3 4,Old large building in city with cars on road. a tall building with a clock tower on top of it
18522.jpg,1,two people sitting at a table in a kitchen a man and a woman sitting at a counter in a kitchen
18523.jpg,1,A boy on a skateboard skating on a half pipe a young man riding a skateboard on top of cement
18524.jpg,1,A bunch of broccoli that is on a cutting board. a collage of photos of broccoli and cauliflower
18525.jpg,16 1 3 6,Guys on skateboards scaring pigeons away from a meal. a bird flying over a parking lot filled with cars
18526.jpg,10,Traffic lights on a street that appear blurry. a street at night with traffic lights and street lights
18527.jpg,1,A group of people standing around a TV. people standing around a table
18528.jpg,10,Street signs and lights with buildings in the background a street sign on a pole in front of a tall building
18529.jpg,1,A couple of people sitting on a table. people sitting at a table with food
18530.jpg,1 3,People are walking on cobblestone with umbrellas and shadows. a person walking down a street with an umbrella
18531.jpg,1,the girls are standing and holding tennis rackets two women standing next to each other holding tennis rackets
18532.jpg,9 1,A couple of boats on the water with trees behind them. a small boat floating on top of a body of water
18533.jpg,1 15,a couple of suitcases sitting at the end of some benches a woman sitting on a bench next to luggage
18534.jpg,1,A man standing in street with a cell phone and crowd of people behind him. a man walking down the street holding a cell phone
18535.jpg,1,A man cutting cheese into cubes on a cutting board. a person cutting up some food on a cutting board
18536.jpg,1 2 15,A woman sitting on a blue bike on a green hillside. a person riding a bike next to a park
18537.jpg,1,A person surfing on their surfboard in the ocean. a man riding a wave on top of a surfboard
18538.jpg,16,Two zebras are looking around their habitat at the zoo two zebras standing in a grassy area next to a tree
18539.jpg,1 18,A black dog sitting behind a woman in a  car. a dog that is sitting in a car
18540.jpg,1 15,a number of people riding skis on a snowy slope a man riding skis on top of a snow covered slope
18541.jpg,3,A red car on a road near two giraffe and a zebra. a giraffe and a zebra in a grassy field
18542.jpg,1 3 15,A log lying across on six empty chairs. a wooden bench sitting on top of a brick sidewalk
18543.jpg,2,A room with bikes  a desk  a tv  and lots of stuff on the wall a room with a bike and a desk
18544.jpg,2,The back of a van with bicycle and suitcase. a van with a bunch of luggage on top of it
18545.jpg,7,A train crossing a bridge over a body of water. a train crossing a bridge over a river
18546.jpg,1 3,A market filled with fresh fruits and produce. a fruit stand with a variety of fruits and vegetables
18547.jpg,1,Man riding the waves on a surf board. a man riding a wave on top of a surfboard
18548.jpg,1,A cute baby is sitting at the dining room table. a little boy sitting at a table with a stuffed animal
18549.jpg,8 1,Two young men in grassy area playing a game with frisbee. a man standing on top of a lush green field
18550.jpg,1,A close up of a Wii remote still in its package. a remote control sitting on top of a table
18551.jpg,18,A living room with wooden floors below two windows. a living room filled with furniture and a dog
18552.jpg,1,A wooden table topped with pizza and greens a plate of food on a table
18553.jpg,1 2 3 4,A man talking on a cell phone standing in front of a building entrance. a man walking down a sidewalk next to a building
18554.jpg,1,The evil mayor of LA villaraigosa feasting on food from a napkin. two men in suits are eating food together
18555.jpg,16,A flock of birds are flying through the sky. a flock of birds flying over a field
18556.jpg,10,A traffic light and a couple of street signs. street signs on a pole in front of a tall building
18557.jpg,1,A couple of people riding waves on surfboards. a man riding a wave on top of a surfboard
18558.jpg,1,A group of available wine glasses are placed on a table. a large group of people sitting at a table with wine glasses
18559.jpg,1 18,A man and dog playing with a frisbee at a park. a man catching a frisbee in a park
18560.jpg,1 9,A man standing in the ocean holding a surf board. a man riding a surfboard on top of a wave in the ocean
18561.jpg,8 1 3 6,A bus pulling into a bus stop in a city with tall buildings. a woman standing on a sidewalk next to a bus
18562.jpg,16,A single bird that is resting on a window pane. a bird sitting on a window sill
18563.jpg,1,Children with spoons make sandwiches on square plates  near a plate of strawberries. a table topped with plates of food
18564.jpg,1 4,A man standing in the middle of a road next to a motorcycle. a man standing next to a motorcycle on a road
18565.jpg,8 1,a young make skateboarder does a trick in the street a man riding a skateboard down a street
18566.jpg,1 18,A woman laying on top of a bed with three dogs. a man laying on a bed next to a woman
18567.jpg,1,An oven with meat and sausage rolls with a spoon a hot dog is being cooked in a grill
18568.jpg,1 15,A man smiling while sitting in a chair. a man sitting on a bench talking on a cell phone
18569.jpg,16,A bird that is sitting on top of a rock. a large bird sitting on top of a rock
18570.jpg,1 3 13,A large red stop sign on a metal pole. a red stop sign sitting on the side of a road
18571.jpg,18,A small gray and brown dog holding a white teddy bear. a brown and white dog and a brown and white teddy bear
18572.jpg,1,A surfer riding a wave on a surfboard. a man riding a wave on top of a surfboard
18573.jpg,9 18 1,A white boat with a large black dog riding on front. a man and a dog on a boat in the water
18574.jpg,1,A man hitting a tennis ball with a tennis racquet. a man swinging a tennis racquet on a tennis court
18575.jpg,1,A man rides a skateboard through a convention room. a man riding a skateboard on top of a table
18576.jpg,1,A man water skiing while using one ski. a man is water skiing on a lake
18577.jpg,1,Person holding a parasol standing in front of trees and shrubs. a person holding an umbrella over their head
18578.jpg,1,A skier takes a sharp turn between trees. a person skiing down a snow covered slope
18579.jpg,1 3,A beautiful young woman blocking during a game of frisbee. a man and woman playing frisbee in a park
18580.jpg,17 3,Cat relaxing on the trunk door of a car a cat laying on the hood of a car
18581.jpg,16 1 2 15,A person is kneeling down on a bench and praying. a person sitting on a bench next to a pigeon
18582.jpg,18,A dog pulling on a towel while standing on a sidewalk. a dog that is laying down on a sidewalk
18583.jpg,1,A group of shots features people  pizza  and a TV. a collage of photos of people eating pizza
18584.jpg,1,an old photo of two people in a kitchen preparing food a woman and a man standing in a kitchen
18585.jpg,1 2 15,A group of men riding down a sidewalk on bikes. a man riding a bike down a street next to flowers
18586.jpg,1,A young boy holding a skateboard behind his back at a skate shop. a young boy holding a skateboard in front of a store
18587.jpg,16,A pigeon sitting on top of a large stone block. a bird perched on top of a wooden post
18588.jpg,1,Various forks stuck into a piece of cake on a plate. a person cutting a piece of cake with a fork
18589.jpg,13,a street sign on a pole on a city street a red and white street sign sitting on the side of a road
18590.jpg,1,A group of people riding skis down a snow covered slope. a man riding skis down a snow covered slope
18591.jpg,1,A young boy skinning carrots into a sink a young boy is chopping carrots in a kitchen
18592.jpg,8,Man on cherry picker fixing the wire lines. a truck is parked on the side of the road
18593.jpg,18,A dog in a field with a Frisbee in its mouth. a black dog with a frisbee in its mouth
18594.jpg,18 2,A bicycle is chained up and locked to a sign post on the sidewalk. a bicycle parked on the sidewalk next to a building
18595.jpg,1,Two tennis players are sitting on the curb. a man sitting on the ground with a tennis racket
18596.jpg,1,a man is on a television with some bottles a bottle of beer sitting on top of a counter
18597.jpg,1,A person taking a photo of a group of people talking. a man standing in front of a bar talking on a cell phone
18598.jpg,1,Two people on skies doing flips in mid air. a skier doing a jump on a ski slope
18599.jpg,1 17,There are two people on the couch one is awake the other is sleeping two children sitting on a couch with a cat
18600.jpg,1 19,A woman riding on the back of a brown horse. a person riding a horse in a field
18601.jpg,9 1,A palm tree standing next to a body of water. a small boat floating on top of a body of water
18602.jpg,19,a close up of a horse in a field a brown horse standing next to a white fence
18603.jpg,3,The back side of a vehicle packed with bags. a car trunk filled with lots of suitcases
18604.jpg,1 18,A man standing next to a  dog on top of a field. a man jumping in the air to catch a frisbee
18605.jpg,9 1,a white boat and lots of people in blue jackets a small boat in the middle of a large body of water
18606.jpg,1,Children wearing costumes picking at food on a table. a table topped with plates filled with food
18607.jpg,17,A cat laying on top of  a blanket on top of a shelf. a cat laying on top of a blanket on a desk
18608.jpg,1,A man is dressed in an old fashion looking green coat. a man wearing a hat and holding a yellow umbrella
18609.jpg,1,A man standing on a beach with a surfboard. a man standing on a beach holding a surfboard
18610.jpg,15,a close up of a cow near a wooden bench in a field a cow standing on top of a wooden bench
18611.jpg,1,A billboard with a surfer on it with motivational message. a man riding a surfboard on top of a surfboard
18612.jpg,1 3,cars driving in one direction and cows coming toward them a car driving down a road next to a herd of cattle
18613.jpg,1,A man on skis jumps over the ledge a man riding skis on top of a snow covered slope
18614.jpg,1 2 3 6,this is a man on a sidewalk near some cars a man riding a bike down a street next to a bus
18615.jpg,1,A person is holding an umbrella while standing in the rain. a woman holding an umbrella standing next to a fountain
18616.jpg,17,A cat looks intently at a television screen. a cat that is sitting on top of a bed
18617.jpg,1 3 4 6 10,A great view can be seen from the top of a double-decker bus. people sitting on a bus in a city
18618.jpg,8 5,A twin engine airliner is parked at an airport in the passenger deplaning and service area. a large jetliner sitting on top of an airport tarmac
18619.jpg,17 1,A woman standing in a kitchen popping a doughnut in her mouth. a young girl eating a doughnut in a kitchen
18620.jpg,1 11,A woman crouches next to a fire hydrant. a woman sitting on the ground next to a fire hydrant
18621.jpg,1,A man riding a surfboard on a wave in the ocean. a man riding a wave on top of a surfboard
18622.jpg,1 19,A woman riding on the back of a brown horse in an arena. a woman riding on the back of a brown horse
18623.jpg,5,a silver plane flies through the cloudy sky a large jetliner flying through a cloudy sky
18624.jpg,9 1,A couple of small boats laying on the ground. boats are docked in a marina
18625.jpg,1,A person in white and brown skateboarding on a ramp. a man riding a skateboard up the side of a ramp
18626.jpg,8 1 3,There are boys sitting on the bed of a truck. people sitting in the back of a pickup truck
18627.jpg,1,One man holds the cake  while the other blows out candles. a man blowing out candles on a birthday cake
18628.jpg,1,a woman is sitting up in her bed a woman sitting on a bed looking out the window
18629.jpg,10 7,in this picture you can see there is a train coming up the tracks a snow covered street with a train on the tracks
18630.jpg,8 3,A tractor trailer leaves a small trail of smoke as it leaves a parking lot. a large truck parked on the side of a road
18631.jpg,8 1 18,a truck that has a dog in the back a dog that is sitting in the back of a truck
18632.jpg,1 5,A representation of a woman holding a surfboard on a sandy beach. a person on a beach with a surfboard
18633.jpg,17,A bathroom with a mirror mounted on a wall. a cat standing in a bathroom next to a mirror
18634.jpg,1,A man and woman are shaving wool from a sheep. a man in a white shirt is petting a sheep
18635.jpg,15,A black bear wreaking havoc in the backyard of someones house. a black bear walking across a lush green field
18636.jpg,1,A person in costume standing inside the bathroom. a woman standing in a bathroom next to a sink
18637.jpg,1 2 15,people sitting on a bench with boxes of food people sitting on a bench
18638.jpg,1,A group of young men standing on top of a cement area. a crowd of people standing on top of a grass covered field
18639.jpg,10,A black-and-white photo of an old stoplight with cobwebs. a traffic light sitting on the side of a road
18640.jpg,1 3,This is two people under an umbrella in the rain a man holding an umbrella in the rain
18641.jpg,1,A man using a blender to make a drink as a crowd looks on. a person holding a blender over a group of people
18642.jpg,1,A person on a snowboard in the snow. a man riding a snowboard down a snow covered slope
18643.jpg,8 1 3 15,A man standing on a sidewalk holding a giant pair of scissors. a man holding a skateboard in his right hand
18644.jpg,1,a man is holding a baseball bat on a diamond a batter  catcher and umpire during a baseball game
18645.jpg,1,A young male is airborne while riding a snow board. a person jumping a snow board in the air
18646.jpg,17,A car sits in a chair on a balcony. a cat laying on top of a chair in a yard
18647.jpg,1,A man on the phone while picnicking in the park people sitting around a picnic table
18648.jpg,1,Man lays down while being stared at by an elephant. an elephant laying on the ground next to a tree
18649.jpg,11 1 3 6,A person crouching down on a sidewalk during the day. a person on a skateboard in the middle of a street
18650.jpg,1,A batter just hit the ball at the ball park a baseball player holding a bat on top of a field
18651.jpg,1 19,Man riding standing up on two horses at an event. a man riding on the back of a brown horse
18652.jpg,1,A person handling bread over an open oven. a person putting food into an oven
18653.jpg,1,A plastic drinking can with flowers in it at a desk a vase filled with flowers sitting on top of a table
18654.jpg,8 1,A man driving on a road behind two loaded trucks. a man driving a truck with bananas in the back
18655.jpg,3 11,A water hydrant on the pavements and cars in the background a fire hydrant on the side of a road
18656.jpg,1 3 15,A couple of men sitting on a bench. a man and a woman sitting on a bench
18657.jpg,1,A large pizza is being carried while another is in the oven. a man standing in front of a pizza oven
18658.jpg,1,A close view of a sandwich on top of plastic plate. a sandwich sitting on top of a white plate
18659.jpg,1,A man sleeping in front of his laptop. a person laying on a bed with a laptop
18660.jpg,3 1 11,A fire hydrant is across the street from an Asian restaurant. a red fire hydrant sitting on the side of a road
18661.jpg,1,a woman is tossing a white disk to a kid a woman and child playing with a frisbee on the beach
18662.jpg,1,Two people standing together one holding a remote. a man and a woman playing a video game
18663.jpg,9 1,A man riding a surfboard on top of a river. a man riding a wave on top of a surfboard
18664.jpg,16,A falcon sitting on top of a black box. a bird perched on top of a trash can
18665.jpg,18,A dog laying on the floor in a room. a white dog laying on the floor next to a pillow
18666.jpg,1,a lady that has some skiies in hand a person holding a snowboard on a snow covered slope
18667.jpg,16 1 2 4,A bird flying over a small city with small buildings. a city street filled with lots of buildings and people
18668.jpg,1,A woman standing on top of a sandy beach. a woman standing on a beach flying a kite
18669.jpg,1,A baseball player at bat swinging at a pitch in a baseball game. a baseball player swinging a bat at a ball
18670.jpg,1,A man in a suit and tie beside a stack of suitcases. a man standing in front of a bunch of suitcases
18671.jpg,1,A large crowd of people watching huge kites fly. a crowd of people flying kites in the air
18672.jpg,1 4,A motorcycle parked behind a man riding  a motorcycle. a motorcycle is parked on the side of the road
18673.jpg,1,A person holding a slice of pizza in their hands. a person cutting a pizza with a knife
18674.jpg,7,Black and white photo of a steam engine. a steam engine is parked on the tracks
18675.jpg,1 10 19,A couple of brown horses pulling a cart down a street. a horse pulling a carriage down a street
18676.jpg,1,People standing in a circle using their cellphones. a man holding a cell phone while standing next to other people
18677.jpg,1,A man performs a skateboard trick in the air. a skateboarder doing a trick on a ramp
18678.jpg,9 1,A man is reaching out to boy who is laying on top of a surfboard. a man riding a surfboard on top of a body of water
18679.jpg,1,A man with a baseball bat stepping up to a plate. a baseball player standing on top of a field
18680.jpg,1,A man riding a wave on top of a surfboard. a man riding a wave on top of a surfboard
18681.jpg,17,A cat sits in his bed under a desk. a black and white cat sitting on top of a desk
18682.jpg,17 18 1,a black dog is sleeping  outside on the ground a dog laying on the ground next to a person
18683.jpg,8 1,Large group of multi colored kites being flown over a crowd. a crowd of people flying kites in a field
18684.jpg,5,A large propeller airplane on display in a museum. an old airplane is parked in a museum
18685.jpg,1,Two women have their rackets ready to play tennis. a woman hitting a tennis ball with a racquet
18686.jpg,1,a woman holding up a phone to take a picture at a dam a woman holding a cell phone in front of a waterfall
18687.jpg,10 1 2 3,A person crossing a street next to a traffic light. a man walking down a street next to a traffic light
18688.jpg,1,A man has fallen asleep holding a banana. a man laying on a couch holding a banana
18689.jpg,1,a skier skiing down a snowy mountain near ever green trees a person riding skis down a snow covered slope
18690.jpg,1,Two surfers are catching a wave on the ocean. a man and a woman surfing in the ocean
18691.jpg,1,a person with a luggage bag with a hand coming out of it a man in a suit and a woman in a suit
18692.jpg,1,A picture of a tv newscast with subtitles on the screen. a man in a suit talking on a cell phone
18693.jpg,1,A small child wearing a glove throws the baseball. a little boy holding a baseball in his hand
18694.jpg,1,A group of people sitting around a red couch next to a doorway. a family sitting on a couch in a living room
18695.jpg,1,A couple of people standing in skies in the snow two people standing on top of a snow covered slope
18696.jpg,1,Small child in a grey long sleeve shirt eating something. a little girl sitting at a table eating food
18697.jpg,1,a man riding a wave using his surfboard a man riding a wave on top of a surfboard
18698.jpg,1,a man is hitting a ball with a racket a man holding a tennis racquet on top of a beach
18699.jpg,1,A man sitting down with a white paper plate. a man sitting on the ground eating a donut
18700.jpg,17 1,a cat laying on the shoulders of a woman reading a book a woman holding a cat while reading a book
18701.jpg,1,A man is snow boarding on a patch of snow. a snowboarder is doing a trick in the air
18702.jpg,1,three people sitting at a table with plates of food a man and a woman sitting at a picnic table
18703.jpg,1,A man standing in front of a black piano talking on a phone. a man in a suit talking on a cell phone
18704.jpg,1,A woman with blonde hair and a checkerd jacket and a black tie on. a woman wearing a suit and tie
18705.jpg,1 10,People are walking down the sidewalk with umbrellas. people walking down a street holding umbrellas
18706.jpg,1,A group of people skating on a snow capped area a number of people on skis in the snow
18707.jpg,1,two small children standing in front of a tv with a remote a boy is playing a video game while another boy watches
18708.jpg,1 3 6,A double decker bus is driving down a street. a double decker bus driving down a street
18709.jpg,1 15,Two youths having fun in some quiet area. a collage of photos of a man with a skateboard
18710.jpg,17,A cat that is sitting on a chair. a cat sitting on top of a red chair
18711.jpg,1,A woman that is sitting at a table. a person sitting at a table with a plate of food
18712.jpg,8 1 3,A young boy in the outfield during a baseball game a young boy is playing baseball in a field
18713.jpg,13,a red and white stop sign and a street sign a stop sign with a street sign attached to it
18714.jpg,1,Some people on a bridge flying a kite a man standing on a bridge holding a kite
18715.jpg,1,a man with a tie wearing some headphones a man in a suit and tie standing in front of a wall
18716.jpg,5,a space shuttle on top of an air plane flying in the sky a large jetliner flying through a cloudy sky
18717.jpg,1,The rider on the surfboard is doing a good job at staying upright. a man riding a wave on top of a surfboard
18718.jpg,9,A couple of boats on land beside each other. a row of boats sitting next to each other
18719.jpg,1 19,a person riding a horse on a dirt ground a man riding on the back of a brown horse
18720.jpg,1,there is a parade coming down the street a crowd of people walking down a street holding signs
18721.jpg,1,A man that is on a snowboard in the snow. a person on a snowboard jumping in the air
18722.jpg,17 1,a person holds a kitting inside of their jacket a woman is holding a small kitten in her lap
18723.jpg,17,A cat laying on top of a blanket sitting on a bed. a black and white cat laying on top of a bed
18724.jpg,1 2 3 4,A black car driving down a road next to a gang of bicyclist. a large group of people riding motorcycles down a road
18725.jpg,18,A large dog wearing a purple pimp hat. a dog with a hat on its head
18726.jpg,16,A flock of birds walking along a brick area. a flock of pigeons sitting on a brick sidewalk
18727.jpg,3,A grill with hamburger and hot dogs cooking a grill that has some hot dogs on it
18728.jpg,1 4,A person riding a bike upside down through the air. a man flying through the air while riding a motorcycle
18729.jpg,6,The yellow double decker bus drives down a narrow street. a yellow double decker bus driving down a street
18730.jpg,10,Large  ornate building with clock tower taken from street level a tall clock tower towering over a city
18731.jpg,16,A flock of birds flying over the top of a beach. a flock of seagulls standing on top of a beach
18732.jpg,1,There is a food sitting on a blue plate. a cake on a plate on a table
18733.jpg,1 18 2,A woman standing next to a bike with a crate on it carrying a dog. a woman in a bathing suit with a bike in a parking lot
18734.jpg,17,a cat laying in a suit case filled with personal items. a cat that is laying in a suitcase
18735.jpg,15,The herd of sheep are grazing in the grassy field. a herd of sheep standing on top of a lush green field
18736.jpg,1,a woman sitting at a table with a fully baked pizza in front a woman sitting at a table with a pizza in front of her
18737.jpg,1,A little girl laying on top of a bed resting her head on a pillow. a little girl laying in a hospital bed
18738.jpg,1,there are two male cooks in the kitchen cooking a man and a woman in a kitchen preparing food
18739.jpg,1,A lady eating while looking at another lady in a group of people a woman in a pink dress holding a hot dog
18740.jpg,19,A group of horses standing on the side of a lush green hill. a herd of horses grazing on a lush green hillside
18741.jpg,8 1 3 13,A man that is standing under a stop sign. a man standing next to a stop sign
18742.jpg,1,A woman talking to a man who is laying on a boat. a man and a woman sitting on a boat
18743.jpg,1 18 15,A dog sat next to it's owner in a park. a brown and white dog sitting on a park bench
18744.jpg,1,A young boy in motion while holding a remote. a little boy standing on a couch holding a wii remote
18745.jpg,1,A man in black shirt playing a game with a Nintendo Wii controller. a man holding a nintendo wii game controller
18746.jpg,1 15,A young man sitting on top of a wooden bench. a man sitting on a bench in a park
18747.jpg,1,Two people are at a table with two pizzas. a man and a woman sitting at a table eating pizza
18748.jpg,1,A young man having a great time skateboarding in the park. a man riding a skateboard up the side of a ramp
18749.jpg,8 3 13,The stop sign has another sign posted below it. a red stop sign sitting on the side of a road
18750.jpg,1,A person on a surfboard in the water with a kite. a number of kites being flown in the air
18751.jpg,8 9 3 1,Two men are standing behind a pile of gravel. a sign that is on the side of a road
18752.jpg,1,A pretty young lady holding a tennis racquet. a woman holding a tennis racquet on a tennis court
18753.jpg,1 11,A beautiful woman holding a red umbrella on top of a wet road. a woman in a red dress holding a pink umbrella
18754.jpg,1,A table topped with a plate with a pizza on it. a pizza sitting on top of a white plate
18755.jpg,17,A cat looking out a window at falling leaves. a cat sitting on a window sill next to a plant
18756.jpg,7,A black train glides across the tracks and blows out smoke a black and red train engine with smoke coming out of it
18757.jpg,1,four people in a living room playing video games a living room filled with people playing video games
18758.jpg,1,The person is riding a kite board in the ocean. a person para sailing in the ocean on a sunny day
18759.jpg,1,a close up of a plate of food with rice and egg a plate of food on a table
18760.jpg,1 4,A scooter sits parked in a meat market. a motorcycle parked in front of a farmers market
18761.jpg,1,Girls playing soccer on the grass during practice. young men playing a game of soccer
18762.jpg,8 1 5,a red and white jet parked at an airport and some luggage cars a large jetliner sitting on top of an airport tarmac
18763.jpg,1 3 15,The wooden bench has rusted metal support bars. a wooden bench sitting on top of a sidewalk
18764.jpg,1,A bride and groom cut their wedding cake. a bride and groom cutting their wedding cake
18765.jpg,1,a woman looking at her cell phone while seated at table with pizza and soda a woman sitting at a table with a pizza in front of her
18766.jpg,1,Baseball catcher in black and yellow uniform waiting for the ball. a baseball player holding a bat on a field
